Random1
First layer
3.566930872281578+1.9233837192627394: 0.0
18.034219255436966+-2.5309634896512603: -4.440892098500626e-16
-1.455659336958435+-10.352160655061502: 2.220446049250313e-16
-9.014139021765054+-21.402901881592136: 0.0
-36.361991318838015+8.665393478473318: -1.7763568394002505e-15
-10.782573842348956+2.8911120504296095: 0.0
0.15236141590163876+-8.124490260239536: 3.3306690738754696e-16
3.113460422285113+-38.23892891320379: -2.220446049250313e-15
15.213055348934946+10.788095890089892: 1.7763568394002505e-15
-11.16487703407393+5.490314591544317: 0.0
-26.56803693676649+-2.126108584284939: 0.0
-16.27092128561588+31.406061571887054: 0.0
-16.03965982753521+-2.495812431900173: 4.440892098500626e-16
-4.618298274674299+5.853911312039298: 0.0
-5.674562442529613+-10.595512325675232: -1.7763568394002505e-15
4.783250886192328+-12.380862036378645: 0.0
17.944565060705326+-7.597611150186316: 8.881784197001252e-16
-4.980434026942384+-6.4395394283909315: 8.881784197001252e-16
-11.419973455333317+-1.2285855161455665: -4.440892098500626e-16
-4.76175520775908+-9.475297414117334: 0.0
-22.151502013407224+-0.37892233055846397: -4.996003610813204e-16
-10.538093758863585+4.166058049407085: 0.0
-7.891461791919347+-16.47042526028867: 8.881784197001252e-16
-1.2474796770197831+7.89392483562891: -4.440892098500626e-16
-7.972128844337898+-5.255822003983372: 8.881784197001252e-16
-38.12152330535626+-8.216230685343673: 1.7763568394002505e-15
-66.84574399734427+5.6325782676038045: 0.0
10.346953910519009+-13.430623035171008: 0.0
1.5849409328910258+-2.0790416238930614: 0.0
7.656606973518515+-11.961897566591976: 0.0
-3.080585842690477+-7.510029535056517: 4.440892098500626e-16
-3.0836691246519994+-22.87777300382419: -1.7763568394002505e-15
-27.696597840364696+-18.748699324662077: 0.0
3.0834282036957195+0.1435255510624116: 0.0
-6.3720357094565+-4.388366271166024: 8.881784197001252e-16
1.235613037364999+1.7351968966851194: 2.220446049250313e-16
-13.22795084832127+-30.39562280054454: 3.552713678800501e-15
-22.530424343965688+4.761613990425996: 0.0
-28.69414552105143+44.4680846047511: 0.0
-18.0458564433179+15.135140286271174: 0.0
-50.0991531551823+-3.25223634693228: -1.7763568394002505e-15
-27.147173886611956+-0.4139425966258206: -1.1657341758564144e-15
8.67772967186928+-7.120789661166326: 0.0
13.03912409925642+-3.644084662417587: 0.0
-4.305290593073461+-7.4846425928240095: 8.881784197001252e-16
-14.237052621876414+14.636686235284714: 0.0
-25.961442128476186+-16.270074768204843: 0.0
-30.41704090335719+-12.648558971478883: 1.7763568394002505e-15
-53.35138950211458+-2.910716157046725: 3.552713678800501e-15
-21.071462121602977+3.226953754758131: -4.440892098500626e-16
-3.152463416061029+-8.080580869624246: -8.881784197001252e-16
-10.590615377746994+6.530616258484803: 0.0
1.5569400107029532+-0.1072108211796464: -9.71445146547012e-17
-6.594642388007058+-3.1303851154355105: 0.0
-0.3187708324213837+3.723838124568297: -1.1102230246251565e-16
-61.21316572974047+18.15605359803239: 3.552713678800501e-15
2.689282674456482+3.515059459765826: -4.440892098500626e-16
-31.7718941485002+-27.561116483237775: 3.552713678800501e-15
-11.789933185897471+1.4497291895233069: 0.0
-34.50589368395883+-0.2131973899183675: 3.0531133177191805e-15
15.77393908369967+-11.807819992019937: 0.0
-11.233044285685274+9.395039436838832: 0.0
-10.340203996374164+3.966119091679733: 0.0
0.39963361340829984+-22.23650752324031: -1.7763568394002505e-15
-17.768810353539692+-12.035961041101402: 0.0
-29.804771394641094+11.750307781888543: -1.7763568394002505e-15
-18.05446361275255+-50.606842152038695: 7.105427357601002e-15
-0.4941006910020356+-4.059999119262192: 0.0
-17.664494930972467+-17.844508366844845: 3.552713678800501e-15
-13.37500647184346+-35.845955206947956: -3.552713678800501e-15
-20.239211286383288+-68.66130576479125: 7.105427357601002e-15
-1.8380048488464418+-6.359380779844737: 8.881784197001252e-16
21.46710909328978+-34.7190910738772: 0.0
-49.22096167879141+-21.836873909832008: 0.0
-4.554099810264227+-35.509003297817316: -8.881784197001252e-16
26.001151239024836+0.5425772030554068: -1.7763568394002505e-15
-43.623573648865815+3.4050672921469136: 3.552713678800501e-15
-88.90051705117455+-43.065599874836074: -7.105427357601002e-15
-43.05711213170808+7.864074144064979: 0.0
-40.06310310808154+-13.251981980587423: 0.0
-40.218506356718905+15.503255765785706: 0.0
-24.36188705220802+3.232583800198095: -1.3322676295501878e-15
-46.44529716502677+-35.12546849091868: 0.0
-46.33775399069994+-24.7152505909332: -3.552713678800501e-15
-131.9661169260106+-59.33301063173798: 0.0
-71.05300458163313+-6.374084904694431: -3.552713678800501e-15
-71.05783558862342+-8.19738562869118: 0.0
-191.2991275577486+-32.369016637830626: -1.4210854715202004e-14
-223.6681441955792+6.204342134222308: -7.105427357601002e-15
-21.129303252009922+-9.725027503442568: 0.0
-77.42708948632756+26.543728442080244: 0.0
-217.4638020613569+2.970809934050118: -5.329070518200751e-15
-42.23151689668103+-5.037672525434512: -2.6645352591003757e-15
-56.26210565916131+-81.57076565594545: 0.0
-53.315085088668965+6.6464451586091275: 1.7763568394002505e-15
-35.1930379876431+-18.535472259435384: 3.552713678800501e-15
-214.49299212730676+-46.66863993005984: 0.0
-261.1616320573666+-47.26918942211554: -2.1316282072803006e-14
-137.83287131510676+-50.883361044247316: 7.105427357601002e-15
-308.4308214794821+-79.2552212173146: 1.4210854715202004e-14
-10.760401980622525+-188.71623235935408: 7.105427357601002e-15
-199.4766343399766+-53.72851024707849: -1.4210854715202004e-14
-253.2051445870551+-30.85433075545249: 1.7763568394002505e-14
-284.0594753425076+-387.68604269679673: 0.0
-13.540350478298727+0.38266803970054364: -3.3306690738754696e-16
-11.043115669900448+-4.467470052511352: 0.0
7.449602355437376+25.343138718037753: 1.7763568394002505e-15
-12.255663357156276+-1.7676219712749077: 0.0
-14.023285328431184+29.310247836496377: 0.0
-1.4663981084204447+6.8960154872284205: 2.220446049250313e-16
-1.5186132066065778+-13.154061455998637: -4.440892098500626e-16
-2.1211582470665507+13.066987534184983: 8.881784197001252e-16
4.378205083834825+33.54192796483171: 3.552713678800501e-15
18.550465928149453+43.39288683745604: -3.552713678800501e-15
1.3938704808266333+-5.596817521846473: 0.0
0.4726394485358858+12.961893432213671: -8.881784197001252e-16
-14.672674662605214+-8.071271267911042: -1.7763568394002505e-15
-3.5992633162312524+37.92013304866653: -8.881784197001252e-16
1.4328737531590083+-20.9402713973428: 4.440892098500626e-16
-20.404538192441773+62.284352341688475: 3.552713678800501e-15
-13.157682438598183+-9.61077086956984: 0.0
-8.986030912670223+-6.132284541294711: 0.0
-28.32697080595219+8.091041007242838: -1.7763568394002505e-15
14.557426553490199+5.429617378807976: 0.0
15.286962508065193+-2.2424831639031146: 4.440892098500626e-16
9.124484946858681+6.678383804740968: -8.881784197001252e-16
-5.763456446080247+-5.663166484306009: -8.881784197001252e-16
34.32086973243528+22.90460485325676: -3.552713678800501e-15
-5.495346567906344+-46.697966771604875: 1.7763568394002505e-15
-35.68795377664219+-2.3938427351030223: -8.881784197001252e-16
0.030927441613758554+9.157782802949665: -4.891920202254596e-16
-1.840936147108292+-20.893672964899306: -8.881784197001252e-16
-22.734609112007597+-23.14759847631092: 3.552713678800501e-15
13.434532880749558+-6.560049649193244: 0.0
57.22547458569204+1.450461369969557: -2.6645352591003757e-15
-38.47272557211137+20.893785238228283: 0.0
-17.57894033388309+-22.768453308168024: 3.552713678800501e-15
-15.5105857224118+3.716006167862128: 0.0
3.2635111344118717+-0.8268213504176694: 0.0
-5.657034748137522+10.945829287118432: 0.0
-15.118315453964934+-0.0359450455119457: 4.0245584642661925e-16
-9.478319367810043+-0.869540540049684: -1.1102230246251565e-16
-19.507397644183794+-11.426622930386255: 0.0
-40.34739364205112+-28.482230748487247: -7.105427357601002e-15
50.73611191325009+10.674592267935846: 3.552713678800501e-15
-12.855346603819774+61.410704181185935: 1.7763568394002505e-15
41.8798141492467+17.02210179293865: 0.0
1.7412909944801493+17.413916472119723: 2.220446049250313e-16
-0.08500588893220734+24.288594334481164: 1.1657341758564144e-15
30.837512866587872+-0.7418965984112474: 7.771561172376096e-16
17.25686244347885+9.730872284173081: 0.0
-12.449053221460348+6.874483231556313: 0.0
9.188710244563424+-45.88220758831852: 0.0
-11.013088393615625+24.203588445548956: 0.0
-15.15426049947688+15.80286875159965: 0.0
13.044479344162077+0.5530031453609825: 2.220446049250313e-16
-4.20294704101984+-0.016593911370389285: -4.85722573273506e-17
32.79274107347513+0.46716175519622066: -2.1649348980190553e-15
-36.6934973437551+-3.466973276870686: 3.552713678800501e-15
16.199216765707465+19.155207466599872: 0.0
-68.82962439053836+-1.121074228757219: 3.9968028886505635e-15
-5.014222318016113+-5.134872257824878: -8.881784197001252e-16
33.25990282867135+-40.16047062062579: 0.0
-52.19331333951122+-45.980695051500774: 0.0
5.28879453898091+-2.62251507672677: 0.0
48.55535757736616+2.8009569464111395: -1.3322676295501878e-15
11.38920078923264+-3.131421479489104: 0.0
16.673087925738255+-1.318324041264446: 6.661338147750939e-16
-10.347859907859727+6.264534303336054: 0.0
-69.95069861929558+2.6662794622541397: 1.3322676295501878e-15
35.35442423230734+-6.314750732753754: 8.881784197001252e-16
-5.574569989904035+15.354763884473808: 0.0
3.250421396501927+21.968226990500686: -4.440892098500626e-16
4.951231441827183+5.100350337535603: 8.881784197001252e-16
-7.1619153305211745+26.44062056780174: 8.881784197001252e-16
8.257779309743537+1.3460521425367242: 2.220446049250313e-16
0.6486082521227701+-0.44978941682423146: 0.0
-22.743945930516254+19.278705237280565: 0.0
-4.063115564862261+30.095616268176624: 8.881784197001252e-16
58.6759359556616+26.032500703314362: 7.105427357601002e-15
-4.083325604523672+-2.0620093115223694: 0.0
0.1988188352985386+-67.28441915704144: -3.3306690738754696e-16
-98.174008391012+-3.465240693235689: -3.552713678800501e-15
25.218648387002613+5.352419792094641: 8.881784197001252e-16
10.051581779362785+-29.281948376483477: 0.0
9.60383145228026+26.98773472765193: 3.552713678800501e-15
36.59156617993219+-9.571237882956014: -1.7763568394002505e-15
-19.230366597120693+30.571068179097253: 0.0
29.039673499553583+4.047936803756255: 8.881784197001252e-16
-2.822870148346219+22.048915531037455: 0.0
11.34070158197656+-38.08179651174521: 0.0
84.70843665897596+2.4366897839942023: 5.329070518200751e-15
-26.74109492976865+-6.145334916046042: -2.6645352591003757e-15
-32.88642984581469+25.566682985804558: 0.0
-30.93402057457005+-11.180505256869363: -3.552713678800501e-15
-10.14909457584099+51.3563145237773: 0.0
-11.794579554549673+-7.319746860010131: 1.7763568394002505e-15
-19.114326414559805+9.780193894569774: 0.0
-101.63924908424768+13.59748248952306: 0.0
13.19050005193333+13.599047086361937: -1.7763568394002505e-15
-42.11452583143941+0.8869635129990526: -1.1102230246251565e-16
33.08761030330984+-13.215735568837495: 0.0
-6.900567791954437+19.871874734472343: 0.0
27.020328296976174+19.987043932298175: -3.552713678800501e-15
61.943352765605496+26.78954713829527: -7.105427357601002e-15
12.971306942517906+-67.0856003217429: 0.0
87.14512644297015+19.226045382691236: -3.552713678800501e-15
47.00737222927435+106.37117182566139: 1.4210854715202004e-14
88.73289990390077+-41.227562318440356: 0.0
-54.114293379224996+153.37854405493573: -7.105427357601002e-15
41.20721994793631+58.90191594218535: 7.105427357601002e-15
-9.334132519990032+100.10913589012165: 3.552713678800501e-15
8.303591114220893+-20.23592979870935: 0.0
99.26425067571074+-4.219540952390229: 3.552713678800501e-15
90.77500337013161+18.51347162534997: 3.552713678800501e-15
47.50533758546042+-11.932338684488457: 0.0
95.04470972332051+-88.04176659472462: 0.0
7.002943128595888+109.28847499548158: 0.0
116.29141812407747+35.57299890097196: 7.105427357601002e-15
-40.84103517140792+0.9546173284336724: 2.1094237467877974e-15
-0.7263086018918077+-9.467225526056147: -6.661338147750939e-16
12.670864667225006+-4.282302483718755: 0.0
11.214535832272606+-5.800455629158742: 0.0
0.3811044059507624+-10.95892039167233: 8.326672684688674e-16
-4.804635843431352+6.241570446634379: 0.0
-39.48964727588249+-14.442642247579126: 3.552713678800501e-15
-53.93228952346162+-4.744072173171557: 2.6645352591003757e-15
-26.165386874262815+-8.475491976673903: -1.7763568394002505e-15
50.67994046881675+-26.55750167273261: 0.0
-14.91143666927899+0.15595363078910282: -1.3877787807814457e-16
-12.799960085963852+14.172133947935217: 0.0
33.08507676990678+-1.171577581816991: -6.661338147750939e-16
-9.971527920183723+13.630359695924051: 0.0
-0.0758239511416173+-5.175022385711719: 3.608224830031759e-16
6.323670880041972+1.2969069224212852: 2.220446049250313e-16
-12.277731425429781+0.4485219691706871: 7.771561172376096e-16
13.649278267956308+4.531077911999899: 1.7763568394002505e-15
1.436934603203027+18.180356179956206: -8.881784197001252e-16
4.207034972674252+4.0416939774824625: 8.881784197001252e-16
-11.350485831718398+-0.038016986535772915: -1.3877787807814457e-17
-60.1075573358397+-33.45628202177839: 0.0
-28.88715483975337+-34.640878850936716: 0.0
-8.159246660864984+-4.992713511841258: 0.0
-4.7261531591879855+6.400442403476132: 0.0
-17.54967426454268+-8.754470288626617: 0.0
-17.36894980671368+-93.5638393576181: 7.105427357601002e-15
-9.20377391321604+19.803942703842576: 0.0
-5.738091859129645+-0.8555954724841821: 4.440892098500626e-16
8.38856218350625+-110.93278916433178: -1.7763568394002505e-15
-0.7264418893956157+-2.473002817231788: 0.0
-1.6627018138999206+-13.190261092028384: -4.440892098500626e-16
1.3721738619713655+-26.67797278393857: 0.0
-25.305798921967206+-47.057874497975135: 3.552713678800501e-15
-7.348213520517267+-0.6641454892286692: -5.551115123125783e-16
-0.9968143482787412+-10.581356453126578: 3.3306690738754696e-16
3.3248073633837514+19.217244337673986: 0.0
4.275284431381873+-3.5734530570229808: 0.0
-5.741472444911962+-48.0030233880783: 8.881784197001252e-16
-8.012359009745936+0.8983780886444283: 3.3306690738754696e-16
-30.913512881660896+-7.80316541355008: -8.881784197001252e-16
19.617290783159234+-2.400109010483225: -1.3322676295501878e-15
-2.114616735001605+-1.959645141142608: 0.0
-53.74449583299026+0.7018313743588926: -3.552713678800501e-15
-5.136237432260601+-14.074343344581735: -8.881784197001252e-16
4.10442130927876+-0.17309688178512941: 8.326672684688674e-17
36.06288138573893+10.648985320836077: 1.7763568394002505e-15
-7.394400172348252+30.789108989618537: 0.0
-7.113980921101508+-53.042664458631364: 0.0
-55.944232116661226+2.808732967865426: 1.7763568394002505e-15
-8.617959474630158+5.414080203113864: 0.0
-31.45349802175572+24.122438796084143: 0.0
6.5608490401173984+-3.199444706627404: 0.0
-3.2038792715162945+-14.852962905928305: 1.7763568394002505e-15
-13.422695605811828+2.2409634750021037: -4.440892098500626e-16
-4.953562961748317+-9.595679821682305: -8.881784197001252e-16
-4.074261876144213+1.390082546357304: 2.220446049250313e-16
4.330275539796008+3.658831775740328: 0.0
-102.54422698082553+-5.398901309540911: 7.105427357601002e-15
-107.94312829036645+-4.813216108486606: -6.217248937900877e-15
-13.151960172706241+4.243780509930248: 0.0
-19.210580776842335+10.600168790626537: 0.0
22.542051701057737+-53.1354991487958: 0.0
-11.578170801405319+-43.47084959875037: 1.7763568394002505e-15
9.355875008572848+-35.84916402855423: 0.0
-23.914535608425314+-37.59041825028101: 3.552713678800501e-15
-61.50495385870633+1.674289244288146: -8.881784197001252e-16
7.989107315536336+-14.755483038489887: 0.0
17.21718177267601+-11.829209456259095: 0.0
-35.15896138388834+-30.274671692631372: 0.0
22.409099537446693+41.98511100614951: 0.0
5.387972316416915+-49.877224153388205: 1.7763568394002505e-15
46.71186670657501+-11.181732130809724: -3.552713678800501e-15
-5.2508463368533365+-8.486082471761595: -8.881784197001252e-16
8.248728950156714+-58.67636169663318: -3.552713678800501e-15
-38.716678295210976+-18.0568421774446: 0.0
-44.48925183697129+20.317893624269296: 0.0
-30.593447447738065+-13.73692880861493: -3.552713678800501e-15
64.3942105435962+-39.88641784297425: 0.0
31.913499188089787+-11.388502818254171: 0.0
-72.36367341994234+-6.76637572295355: 4.440892098500626e-15
3.3614043334899946+-65.43363307651971: 1.3322676295501878e-15
-6.593687331613827+-55.04902040015569: 1.7763568394002505e-15
7.620577802463257+-61.64270773176952: -2.6645352591003757e-15
-2.684179329786909+-62.07222874302972: -1.7763568394002505e-15
-8.908179662775993+20.05893704242365: 0.0
-54.02212992930626+-60.15664537973287: 7.105427357601002e-15
24.507792700621955+11.150757379647658: 0.0
-114.17877530903914+-112.75634439885305: -1.4210854715202004e-14
-8.610411986215798+-11.048919372699118: 0.0
3.9313244274936308+-19.659331358914915: -8.881784197001252e-16
6.9123260185153335+-10.193534127947954: 0.0
20.524996369835616+-14.549242783430621: 0.0
-10.577815985721568+23.394708817270285: 0.0
-63.52803369069009+-1.1652600202455428: 4.6629367034256575e-15
35.53013457576529+-50.42763274647646: 0.0
-3.2812081094326206+-56.773520472655576: -1.7763568394002505e-15
-44.33037625635299+12.816892831548717: 0.0
-79.1300491428959+5.975753586404995: 3.552713678800501e-15
-64.69329371093563+-28.450190303728107: 0.0
-60.054728582088195+-93.14348401466374: 7.105427357601002e-15
-15.728006931421284+35.65855008026961: 0.0
-59.83066461441818+-26.49328901998138: -3.552713678800501e-15
-153.19821259675194+-226.93511970789217: 0.0
-24.171358212701996+19.93054314884833: 0.0
-7.331059225671577+0.5047427555961124: 2.220446049250313e-16
-380.1333323046441+-86.32395363439956: 1.4210854715202004e-14
-4.240815063853667+-64.75640807281663: 7.105427357601002e-15
-68.9972231366703+-3.582279693787985: -3.552713678800501e-15
-466.4572859390437+-31.513483424804274: 1.7763568394002505e-14
-26.304144553169298+-497.970769363848: 5.3290705182007514e-14
-73.15429555649091+-14.897498170711174: 0.0
-72.57950283045828+-6.826316470075465: 3.552713678800501e-15
-524.2749139170173+-88.05179372720208: -4.263256414560601e-14
-612.3267076442194+-79.40581930053375: -2.842170943040401e-14
-1.0096138910219337+31.092485825219043: 1.5543122344752192e-15
-2.5263794590479365+-0.004230719985587617: 1.5525775109992423e-16
3.0185243973813543+-3.7444550438567608: 0.0
-7.921073316262246+-11.256864748307258: -1.7763568394002505e-15
-7.551088735446378+8.1045341190743: 0.0
-16.140995374093123+34.86487446387849: 0.0
1.3669337912740753+6.47020853563469: 2.220446049250313e-16
-22.601797393920847+2.4686013726501743: 8.881784197001252e-16
-0.5568613063133031+-2.4031954121135226: 1.1102230246251565e-16
-12.2678482980415+-46.1877585712198: 0.0
-2.3598801192124292+-5.459892202827929: -4.440892098500626e-16
-64.6654157068954+10.922997808291894: -1.7763568394002505e-15
-5.825012974762563+-3.7734748625618226: 4.440892098500626e-16
-20.133196021270674+-2.484473915364551: -1.3322676295501878e-15
-7.731386484121233+-0.30964683857045: 2.7755575615628914e-16
-9.605394619640082+-0.7259306464754065: 0.0
-7.819772322040357+-16.90476898471824: 0.0
-13.378819729081883+-24.724541306758596: 0.0
-11.021192057580555+-71.20009215277494: -5.329070518200751e-15
18.72387908978537+-13.048218280495053: 0.0
-22.617669936635224+29.843674413320134: 0.0
-8.149338305878343+-12.044093800609192: 0.0
-2.2048469655533376+-8.041033322691684: 8.881784197001252e-16
-24.280789205205842+-28.06241888220841: 3.552713678800501e-15
2.126523349081017+-10.14160336490823: 0.0
-23.155148178072526+-0.03802141522361085: -1.5959455978986625e-16
-9.598487837324386+-3.0127504993876095: -4.440892098500626e-16
-22.67667563739138+-20.193432106487535: 3.552713678800501e-15
-9.627931341413241+1.0498946801686133: 2.220446049250313e-16
-52.343208087414254+7.837142326908765: 3.552713678800501e-15
-82.22128421035549+30.942022263468903: 3.552713678800501e-15
7.22600447668491+-24.608934936507037: 0.0
-9.712499270091882+-11.10093101826285: -1.7763568394002505e-15
-8.015080015827213+-29.540152276201756: 0.0
-4.340294047647891+7.494363249441138: 0.0
-1.101777704065358+-18.45829679675148: 1.1102230246251565e-15
-58.4556068692613+-2.960056718426826: 1.3322676295501878e-15
6.602644975100564+12.773602948292599: 0.0
-51.27926194688659+-9.66674177397566: -1.7763568394002505e-15
9.087879323214826+-43.96357562338379: -1.7763568394002505e-15
-37.55523229202897+-15.411947883566956: 3.552713678800501e-15
-6.586279282056686+-26.625007482631236: -2.6645352591003757e-15
-16.411339729474438+3.154069201793247: 0.0
-20.983859035205942+-3.179547798141423: 1.3322676295501878e-15
-7.9157186784893705+-7.712428686985323: -8.881784197001252e-16
-20.007280735620174+4.379129267820683: -8.881784197001252e-16
-7.812067857000411+-30.648025097983716: 0.0
-23.193169593296137+-6.534800970119251: 1.7763568394002505e-15
-24.163406833347366+36.75914124968949: 0.0
-23.865754946176637+12.797691255761514: 0.0
-0.021072028811817366+30.082871934197108: 1.5439038936193583e-15
-1.2667215761037824+-8.578036661244628: -4.440892098500626e-16
-11.068063690415123+0.4685362036789937: -2.7755575615628914e-16
30.06179990538529+1.0526673507193016: 1.3322676295501878e-15
-17.382930459822127+-19.406638160947743: 0.0
12.595734416342125+-16.713740724344863: 0.0
-15.628147365474693+37.127328115220024: 0.0
-4.118006308002737+-8.89470396733575: 0.0
1.509786074773264+-1.5091177381860468: 0.0
-13.257270527681191+-0.4979977342838928: -6.661338147750939e-16
22.14521355259654+-10.245880288245022: 0.0
0.2762686697546035+-6.93616568511435: -2.220446049250313e-16
-36.78956862076987+0.5145893081228146: -6.661338147750939e-16
-12.611238336711995+-6.659897015359746: 0.0
21.49918074974533+-3.698125308692142: -8.881784197001252e-16
-52.96718017559593+31.11446725610459: 0.0
-41.37650977915717+1.5139184560653418: 1.3322676295501878e-15
-33.21128676468792+-17.752307777192545: 3.552713678800501e-15
-61.41566358768813+-44.50606576050549: 0.0
-50.96359454188047+-36.274979312647055: -7.105427357601002e-15
-34.87569630016896+-10.331325266115488: 3.552713678800501e-15
-105.92172934819362+-9.84475823734841: 5.329070518200751e-15
-17.32732336735646+0.025318043330963595: 1.2698175844150228e-15
-29.72797056341539+11.899333264351519: 0.0
-38.10336103584048+-2.5306101790335243: -8.881784197001252e-16
-38.46009295498413+-21.85271291949134: 0.0
-13.755268261965083+-17.302005324025497: -1.7763568394002505e-15
-87.23857385452752+-4.2645915298476265: -5.329070518200751e-15
17.80105544105319+-50.367023486365916: 3.552713678800501e-15
-42.87010774387892+-31.05727358599058: -7.105427357601002e-15
-13.057806271752499+-15.62815146779949: -1.7763568394002505e-15
-13.012710275338488+-16.59825917501532: 0.0
-60.94600372086225+3.6870615299332945: -8.881784197001252e-16
-53.742417898603506+-20.81343028835473: -7.105427357601002e-15
-57.258942190928956+-28.685957739551988: 0.0
-60.312805874475465+-0.2784970961595887: 1.609823385706477e-15
-20.48821308896861+22.613547602212154: 0.0
-29.610969450353807+-24.035799266256245: 3.552713678800501e-15
-115.76648758554204+5.288614172226022: 2.6645352591003757e-15
-74.55584818695823+-19.56007450081684: 0.0
2.125334513243544+-7.3846786290596: 0.0
-19.27113535207174+3.8209299562743: 0.0
-32.56596804531273+-45.20702156628445: 0.0
-50.240108954983135+-0.4871681179178653: 2.6645352591003757e-15
-5.259344115816056+0.0006683365872173219: -4.440892098500626e-16
19.376247923393162+-53.646768716610055: -3.552713678800501e-15
-91.50316538437514+19.81769197710855: -3.552713678800501e-15
-77.77298961159718+-9.704428478057443: -5.329070518200751e-15
-5.258675779228838+-10.599527486736129: 0.0
-60.591302970635056+-85.94489993048094: -1.4210854715202004e-14
-87.47741808965462+-71.68547340726658: -1.4210854715202004e-14
-39.86259132309183+-17.82863729906387: 0.0
-146.53620290111598+-57.6912286221557: 7.105427357601002e-15
-110.47787341331602+-40.633971214874: 7.105427357601002e-15
-204.2274315232717+-151.11184462819003: 0.0
-355.3392761514617+-15.858203265964967: -7.105427357601002e-15
-159.1628914969212+-19.177938064569503: 0.0
-34.27052079321689+-50.727277072901: 0.0
-94.11592268777507+5.675660809290317: -3.552713678800501e-15
-178.3408295614907+-15.450205395797441: -1.7763568394002505e-15
-88.44026187848475+-73.92738132986949: 1.4210854715202004e-14
-371.1974794174267+-162.36764320835425: 5.684341886080802e-14
-193.79103495728813+-84.99779786611789: 1.4210854715202004e-14
-278.78883282340604+0.5534453836279223: -2.3092638912203256e-14
-533.565122625781+-278.2353874397781: 5.684341886080802e-14
-44.85607535017749+5.173571065731396: 1.7763568394002505e-15
-2.1308181371229535+-1.06248754803789: -2.220446049250313e-16
-5.837311807429921+0.7502866559960527: -3.3306690738754696e-16
10.194685401678216+-0.18368479926467804: 8.049116928532385e-16
4.025999615902454+-6.291575596606209: 0.0
8.064848551818155+-1.3398172509742439: 2.220446049250313e-16
-2.3273044087381027+6.725031300843911: 0.0
-1.4197194684765349+5.7026029054869: -2.220446049250313e-16
4.936999642784112+19.298605560925825: 0.0
-2.88305365212692+30.4149907729119: -1.7763568394002505e-15
11.571489456368841+10.203484983697605: 1.7763568394002505e-15
14.390040099596227+-18.481411605229546: 0.0
1.778867491352703+-1.7069902583940282: 0.0
9.511957306845597+27.53193712078498: 1.7763568394002505e-15
37.043894427630576+-1.767993695426461: 8.881784197001252e-16
33.590448091751156+-39.6825042844461: 0.0
-5.636674613804834+-5.2847087776004775: -8.881784197001252e-16
-12.52470668864002+-1.2617813023938818: -2.220446049250313e-16
2.529370770987703+-2.202018317847236: 0.0
5.095529704122862+0.6246238211206945: -2.220446049250313e-16
-9.14184976906468+-23.13397878880808: -1.7763568394002505e-15
-8.94152775433025+-13.786487991033901: 1.7763568394002505e-15
-2.072773911834119+12.880636162112717: 0.0
14.603041718569024+-23.472384405226567: 0.0
-4.238672876450852+41.859768167704296: -2.6645352591003757e-15
7.5790819890186025+4.144663480851771: 8.881784197001252e-16
-4.091371505633319+-2.0074632075066208: 4.440892098500626e-16
-6.09205619269494+9.06405105460373: 0.0
-6.09883471313994+-8.869342686657543: 0.0
7.705045099898097+37.60877060709825: -3.552713678800501e-15
26.81767231073489+-9.177526193967934: -1.7763568394002505e-15
35.275900732204114+-0.5764269106932502: 0.0
45.31381570699635+-6.0628940006145715: -1.7763568394002505e-15
21.774974440066444+8.242107690316258: -1.7763568394002505e-15
28.926142041652746+4.397726892105808: 0.0
6.269274726500641+3.2492016355890234: 0.0
-10.264366797334787+-10.92138339140531: 0.0
4.039736913282355+4.990229825489785: 0.0
-14.242930614590879+-9.83295674133134: 0.0
4.282883437010366+0.0636842116226367: -3.469446951953614e-16
-14.968177399797483+-43.07046189715844: 0.0
3.6506481456590807+-28.86187627178161: 8.881784197001252e-16
-32.27582855787276+9.518476362089665: 0.0
17.860676956802337+7.144641122990541: -8.881784197001252e-16
37.62109529125345+24.235605203709937: 0.0
0.32735245314046724+11.723745469870373: 4.440892098500626e-16
-14.232594545997644+-18.374070020369306: 1.7763568394002505e-15
10.217392061901666+22.324524876094365: -3.552713678800501e-15
-7.116348394750209+1.6515083108466504: 0.0
-10.366809884056215+2.3582749333635373: 0.0
6.909857130712776+5.720153525243557: 0.0
33.323868933758554+-24.99327993689542: 0.0
-25.21122812612253+10.807862250278598: 0.0
33.41560844937353+-8.008534950692678: 0.0
-24.07588735592222+0.8322148846758413: -1.1102230246251565e-15
25.00531807979288+-3.1933056851608432: 8.881784197001252e-16
44.97928632253865+-0.3095631008461607: 1.6653345369377348e-15
10.892634235484413+22.610961729722664: 1.7763568394002505e-15
34.699473821510864+-1.0546920484706905: 1.1102230246251565e-15
-4.454313452737843+44.669723221692486: 0.0
8.330588996863135+-9.072431858733411: 0.0
25.40707349868085+3.278814173016114: -1.7763568394002505e-15
-5.4648400839035585+40.21540976895464: 1.7763568394002505e-15
17.640146116766957+0.2771176360914022: 1.7208456881689926e-15
12.36125387827541+37.001917854316794: -3.552713678800501e-15
10.011000602413537+-1.6398377921229383: -4.440892098500626e-16
20.503271098340313+-11.429202493285937: 0.0
-2.2655759807037548+-4.388883593912996: 0.0
34.83890870788794+33.503595965207076: -7.105427357601002e-15
