Random1
First layer
-17.97981019031885+0.6724018958914046: 2.220446049250313e-16
-0.7418428618702766+9.295953906752882: 0.0
21.812012394632035+39.25092170638178: 0.0
17.91058207084246+-14.07703631315666: 0.0
-22.757352195783092+-17.307408294427447: 0.0
-0.7615833080244624+-21.185750188740098: 3.3306690738754696e-16
-6.654459574616751+32.541916937996035: 8.881784197001252e-16
-58.03863929695592+3.8335457576857994: 1.7763568394002505e-15
34.75056968505108+2.860751018342903: 0.0
-54.20509353927012+8.371162810290599: 0.0
12.05109792301084+5.761576507878546: -1.7763568394002505e-15
25.887457363379283+-22.728015745364154: 0.0
-28.1723154030139+9.074068605054377: 1.7763568394002505e-15
28.685887671696968+0.07187723295867476: 1.3322676295501878e-15
49.36317173259221+12.630010655956333: 0.0
17.917263752858357+-9.704996969251045: 0.0
4.346567648633003+-39.1051850054343: -2.6645352591003757e-15
9.02996673877214+2.97199486190879: 0.0
61.856700494963384+37.611320703393986: -7.105427357601002e-15
3.15944161801513+-3.6662586274867697: 0.0
-5.087025151433868+-21.94733349676456: -8.881784197001252e-16
8.554111044882605+-0.5068170094716398: -4.440892098500626e-16
6.2889128336842735+-9.890715836497517: 0.0
17.812674430889388+-29.592150122276603: 0.0
61.99318238854854+8.212266783607312: 0.0
9.16375816902301+-3.750167008014244: 4.440892098500626e-16
99.46802119835738+28.75776490465564: 1.0658141036401503e-14
5.413591161008766+-27.034358648198427: -1.7763568394002505e-15
8.047294035410966+-3.6018030028132433: 0.0
61.062934101013816+-11.779475691387216: -3.552713678800501e-15
49.283458409626604+68.34250467309502: 0.0
4.445491032597722+-14.403365875843933: 0.0
-9.957874843246211+128.225786103013: 5.329070518200751e-15
70.20544917215585+-19.098246797959526: 0.0
118.26791125976679+-32.60666456636695: -7.105427357601002e-15
85.66124669339985+51.107202374196326: -7.105427357601002e-15
14.70011621335137+30.017082130382704: -1.7763568394002505e-15
117.62596308272163+-34.758617356801295: 0.0
82.86734572592033+-40.06476049021054: 0.0
-45.833930728979524+33.64478177304017: 0.0
136.76844906759618+-21.62076748718966: -7.105427357601002e-15
115.14768158040653+12.00196160068093: 1.7763568394002505e-15
42.80258523570979+-12.189148955939352: 0.0
30.61343627977044+-23.243672471246377: 0.0
44.717198343734076+127.14964318108746: 7.105427357601002e-15
7.369763808524063+171.86684152482152: 7.105427357601002e-15
1.6726955922479414+-6.030300255953299: 0.0
-7.1261692705508475+-8.599182454793999: 8.881784197001252e-16
19.960854340599806+-46.28725556520016: 0.0
-15.725351725344847+-31.58562393673355: 0.0
11.33912940314703+-17.00375346843243: 0.0
-0.22953290481730268+-5.664624065285398: 2.7755575615628914e-17
-2.9339991640828273+-15.486194824552742: -1.7763568394002505e-15
1.965588304012841+-6.826820027707894: 0.0
-5.314264493525656+-0.8192585991059899: 3.3306690738754696e-16
-13.120790900587647+-22.698220961862724: -3.552713678800501e-15
-32.665588664452066+0.022778926791219713: 1.0894063429134349e-15
1.1573902775319993+8.354298013161575: 6.661338147750939e-16
1.2200661485648603+-1.2476967414115943: 0.0
-4.570843623323552+5.153267957539184: 0.0
2.227225751657067+-7.300833184987771: 0.0
9.419110833272624+3.312316894356714: 0.0
-0.06493917598584523+12.731427727629338: 8.326672684688674e-17
-6.661791444897801+-3.8729839202055376: 4.440892098500626e-16
-6.133523092631647+0.6385853106630772: -2.220446049250313e-16
14.498424181694899+-0.12670918457987956: 6.661338147750939e-16
-1.3523598820071296+-0.04585892789650198: 5.551115123125783e-17
8.58381143241444+-47.3109756620784: -3.552713678800501e-15
0.015123542469392468+-4.785333305824593: 3.972516759986888e-16
-12.828848583064877+0.22858197861256024: 2.220446049250313e-16
-6.3142330800549225+17.71447972669713: 0.0
-34.93997017558398+14.593648187803472: -1.7763568394002505e-15
-29.81478021902577+0.08778376316213117: -1.3739009929736312e-15
12.111081153440693+7.715918968674559: 8.881784197001252e-16
2.237695992157639+1.9336049129130557: 4.440892098500626e-16
-11.0017718795184+26.578808126717636: 0.0
20.658191637957113+15.577036247199237: 1.7763568394002505e-15
7.43321107494894+-5.225811058443838: 0.0
-12.600266604452317+-15.073838098745794: 0.0
16.734525349135737+-4.861231723695053: -8.881784197001252e-16
-4.946049400652771+7.654682213655883: 0.0
4.497294709090189+0.9142777032467971: 1.1102230246251565e-16
5.519872910445367+2.207400016505102: 0.0
-47.0451729995136+-4.770209763355201: 3.552713678800501e-15
9.511688290693574+0.5434535370550679: -4.440892098500626e-16
7.637492080003993+16.003696590425687: 1.7763568394002505e-15
-32.64280973766085+-12.445076093141196: 0.0
12.666488551643493+-3.146113795459115: 0.0
9.520374756184378+-26.326401224600357: 0.0
-22.161794203832766+-6.068068463718259: 0.0
-20.346321987780506+-0.533537378904651: -3.3306690738754696e-16
-4.357604663705358+-34.71678929620383: 1.7763568394002505e-15
16.391110427130155+-45.087885830802044: 0.0
2.283691124810106+0.34996609080075036: 1.1102230246251565e-16
-51.81538276286881+-11.01261580770151: -1.7763568394002505e-15
-5.494937781968569+-1.6910690376400823: 4.440892098500626e-16
19.82700012211525+7.400080412651676: 8.881784197001252e-16
-1.3982188099036317+-2.459143727922536: 0.0
4.200103422507937+-7.48584188975754: 0.0
27.423209682429388+-2.0035611519465535: -8.881784197001252e-16
7.727272926950469+3.9466995129631597: -8.881784197001252e-16
27.227080534766927+-4.595154041172824: 1.7763568394002505e-15
-39.07439395990919+7.576798188312479: -1.7763568394002505e-15
-16.439861833566304+-8.358978380443887: 0.0
-10.53477536510334+2.633657215610856: -4.440892098500626e-16
-10.490707517792263+-5.073607433330704: 0.0
-3.857362537826168+-18.09120523131669: -1.7763568394002505e-15
-2.264681695123387+-3.2857384672496037: 0.0
20.557223211613522+-24.79884021401019: 0.0
-28.229862667551025+4.171300905070694: 0.0
0.29799052781994145+-62.827998570570315: 3.885780586188048e-16
-5.598032743194124+-27.67410470319811: 8.881784197001252e-16
6.449854801940318+-29.726996455863638: -8.881784197001252e-16
-23.27714165392332+-24.986538466237427: -3.552713678800501e-15
2.7086328130031125+-9.173797943795497: 0.0
11.40024664664221+-3.195448466330847: -4.440892098500626e-16
-5.894156970102701+-50.65258430456506: -1.7763568394002505e-15
-5.5504201623729905+-10.286897681414427: 0.0
4.4067116600290115+1.6921075201042843: 2.220446049250313e-16
-6.465165130792385+-21.948567769142855: 8.881784197001252e-16
-62.530008042750374+14.371714997115019: -1.7763568394002505e-15
6.098819180133296+1.3143062846634423: 0.0
-48.158293045635354+-24.05856176248033: 0.0
-31.497595771596707+-72.21685480811568: 0.0
36.23522788515635+-8.13927536066944: 0.0
-28.69677540367189+-0.02763059284673397: -2.220446049250313e-16
28.095952524486908+5.411572412336986: 2.6645352591003757e-15
-33.272137446392236+-0.13554853414479295: 2.9976021664879227e-15
-15.101255859803034+-7.901118149492483: -1.7763568394002505e-15
-14.787357526711379+-15.564314951122967: 0.0
-103.71445057971239+7.413125464796738: 2.6645352591003757e-15
8.204798180311363+4.313331597015947: -8.881784197001252e-16
-38.727164229663956+44.87954650808278: 0.0
-15.837317843787417+10.055141827748642: 0.0
-7.186006819608652+-18.420193988635567: -1.7763568394002505e-15
-16.80602646841598+0.5824243342156326: 1.7763568394002505e-15
33.50752493682389+4.693884422121496: 3.552713678800501e-15
25.419648530482835+-23.002374009295515: 0.0
-3.842330459028993+11.873293625440684: 0.0
22.6319264935941+38.201409358945384: 0.0
23.641188670429678+8.030963166411691: 0.0
2.41727452118732+-1.810683912472017: 0.0
-16.22360213420035+-4.241617002396669: 0.0
11.67397243991363+-35.81901186245037: 0.0
-5.782176016038775+-28.41373289993524: 0.0
6.152382278418827+22.565768838433964: 0.0
-33.40768598053703+-34.195908915974016: 7.105427357601002e-15
31.67215183684137+-20.879859366685157: 0.0
-24.145039422536737+-28.724405996518623: 0.0
10.792292470156212+-30.351672477834345: 0.0
0.6065906087153028+-19.559380007678133: -1.7763568394002505e-15
-67.60359489651105+12.51812977732731: 0.0
-55.085465119183745+-52.86944541905536: 0.0
-107.9549105382391+-18.952789398962828: -7.105427357601002e-15
-25.606200808244218+28.71815111685279: 0.0
-96.30132511491566+3.1119503086085736: 3.552713678800501e-15
-93.18937480630709+-20.465219136597018: -3.552713678800501e-15
-113.6545939429041+-48.26368012016074: 0.0
-161.91827406306484+-126.90769993720193: 2.842170943040401e-14
-288.8259740002668+-56.54674127466776: -2.1316282072803006e-14
-345.37271527493454+60.833335852539484: -2.1316282072803006e-14
6.012604769151177+2.1514695548439065: -8.881784197001252e-16
19.52763093824633+-0.027254695854185967: -2.7755575615628914e-17
-5.257400473594471+0.8260430150189261: 1.1102230246251565e-16
-10.036216224425674+0.26937517704819763: -8.326672684688674e-16
-5.273351690507394+28.55252514695247: -8.881784197001252e-16
39.14502464218403+3.107947775864174: -1.7763568394002505e-15
-0.4085433990059507+23.279173456445076: -7.771561172376096e-16
-16.07049867792169+-4.467928216260572: -8.881784197001252e-16
-16.98260865615159+-13.647528259372834: 0.0
-23.64289796745159+5.246453860527198: 8.881784197001252e-16
23.495427657672387+-23.291316134518738: 0.0
56.54940171340813+0.3187712425241139: -6.106226635438361e-16
-31.60298271228833+-20.538426894182262: -3.552713678800501e-15
-9.198320666086364+14.653763237265697: 0.0
-15.914385727615944+-12.008851384765459: -1.7763568394002505e-15
-2.6895823490949446+6.284532505256592: 0.0
5.455442571179333+-5.053776048807808: 0.0
1.244291590880909+-5.893214214181725: -2.220446049250313e-16
-4.306414255901653+-9.29402004667063: -8.881784197001252e-16
-34.50061113126749+-18.396444106924392: 0.0
20.71341998261855+-17.77974310906846: 0.0
-29.59659073993883+-30.630136915524425: -3.552713678800501e-15
-10.554319716692305+56.868172955932245: 0.0
-8.624453647676132+3.2662047950895676: 0.0
-52.89705523819188+-5.358248852586565: -1.7763568394002505e-15
-52.14140960647059+-15.079632941282753: 0.0
2.844844482425449+25.653906779249958: -1.7763568394002505e-15
-5.910359303533124+28.49875126167541: 0.0
-7.226936745264192+-9.766841047377476: -1.7763568394002505e-15
-18.147985469524517+19.500376242392143: 0.0
4.737519013539776+-8.014707169161285: 0.0
46.31385323923994+2.1374560212324933: -1.7763568394002505e-15
-24.7395202080381+2.933676873550091: 0.0
1.3523907728676257+-22.16844498873356: 0.0
0.20411152315364944+0.7243917633297905: 0.0
4.287832476948784+4.566741809461806: 0.0
0.9285032864834399+16.08691845345228: -6.661338147750939e-16
8.85457428641059+15.393527079645422: 0.0
-0.7948609345413592+-9.729757301570949: 5.551115123125783e-16
2.0445271877788547+-17.607201456321633: 4.440892098500626e-16
-4.9211092991982275+-4.313816121870446: 0.0
-10.185573262216007+17.58199984798704: 0.0
24.248101366056012+-10.125649398110742: 0.0
34.06255438331606+4.684832701084866: 8.881784197001252e-16
-14.726824899287523+-17.218091530288362: -1.7763568394002505e-15
38.74738708440093+-0.3595824457288582: 3.219646771412954e-15
7.0762590428848835+-49.962449829580464: -1.7763568394002505e-15
-42.88619078669558+-0.8771591189791867: -4.440892098500626e-16
42.25297241804821+54.75874895218399: -7.105427357601002e-15
48.451309260472435+2.6018293850173033: -4.440892098500626e-16
-23.171832014723066+-4.431357458575545: -8.881784197001252e-16
-4.186056370093998+8.164074323995084: 0.0
53.21745558459193+50.59271197968879: 0.0
17.01542173993572+-28.88442888569025: 0.0
1.1503154859857136+2.015318745097397: -2.220446049250313e-16
-0.00793154857756783+3.6971456297945684: 1.1796119636642288e-16
-10.524618236112309+16.687258751645604: 0.0
38.387804638672065+-0.6355794138254455: 1.2212453270876722e-15
-27.16340474004746+-2.3433025368324785: 0.0
6.187600584714398+-27.9232371123814: -8.881784197001252e-16
14.12245196794527+-41.545753149386826: 0.0
3.6892140812170005+-27.423301181441555: 1.3322676295501878e-15
3.9780179539010865+-58.255304090778445: -8.881784197001252e-16
-67.22104254775334+-15.562674268542779: 0.0
-4.648922623300816+22.588391958142285: 0.0
-13.8266061801439+6.162640515533296: 0.0
-7.663965664610604+0.9718370859712205: 3.3306690738754696e-16
-23.734087100224556+-33.98332906752061: 0.0
10.118731545486241+7.396426585771032: 0.0
-0.21505200320833529+0.4565044879460395: 0.0
28.540036216591396+1.8873570227009067: -8.881784197001252e-16
-29.50670727687994+-29.610988244547073: -3.552713678800501e-15
-14.760088378943975+-2.2216479868076733: -4.440892098500626e-16
103.81016756428072+-11.86900714575453: 7.105427357601002e-15
-14.116509935435062+13.249963945309556: 0.0
-54.27728613687736+-16.993777792641666: -7.105427357601002e-15
-10.69518689986445+0.2414524847377042: -6.661338147750939e-16
-16.981736365751647+3.1656342310831107: 0.0
-18.317868023693404+-20.816054215865936: 0.0
-21.80584333448801+-24.619909558184236: 3.552713678800501e-15
-21.735636527667+-57.717416167745164: 3.552713678800501e-15
0.4016665223715252+-13.816102134668537: 8.881784197001252e-16
-79.45305269541217+17.515158131257273: 0.0
-61.937894564154895+-31.944916429575883: -7.105427357601002e-15
-8.373899230951537+3.594950156161647: 0.0
-59.11769552142701+-82.78371681629612: -1.4210854715202004e-14
-13.414435612297012+1.5080305997714323: 0.0
12.76823086780824+22.870630057439126: 1.7763568394002505e-15
91.94116041852618+-11.90640501252558: 1.7763568394002505e-15
0.35891515719383726+30.427393239292304: -7.771561172376096e-16
-46.42575289267225+-9.234925421068674: 0.0
17.93946933484147+-0.8665459901255055: 0.0
51.05313864548974+35.638860925247364: 7.105427357601002e-15
-10.453734415126744+35.06026209935483: 1.7763568394002505e-15
24.606527684228084+-39.13392223955934: 0.0
-27.60318947329861+-25.49741515176995: -3.552713678800501e-15
-141.90141233772312+-6.692128578639384: -1.4210854715202004e-14
-53.100604625068556+-3.2771881556215092: 0.0
-43.763349905674765+86.6919995707371: 0.0
-55.660678313740924+-60.22672765546325: -7.105427357601002e-15
-93.88281099373077+-148.59354091636249: 0.0
-13.600434302572282+-15.080086284058243: 0.0
-242.47635191009326+-14.527394555331256: 0.0
80.0347554060006+-115.88740596920417: 0.0
-56.377792780690065+17.072923344715964: -3.552713678800501e-15
-257.0037464654245+-28.680520586630525: -1.7763568394002505e-14
-39.3048694359741+30.78630839648614: 0.0
-35.85265056320357+-11.066354118560911: -1.7763568394002505e-15
-46.91900468176448+-4.77894907478989: 2.6645352591003757e-15
-8.518561039487956+97.01172137023221: 7.105427357601002e-15
42.92864966506233+37.75222522484662: 0.0
-285.684267052055+88.49316033074425: 0.0
-71.27106392951902+-51.69795375655437: 0.0
80.68087488990895+-122.96901768607339: 0.0
-42.288142796164436+-197.19110672131077: 0.0
0.036319244517206896+-10.036877509459325: -2.42861286636753e-16
2.8597707970119814+-2.563172700205827: 0.0
1.749604522510474+-9.685946951102666: 2.220446049250313e-16
-15.77827617549707+1.8704723218948625: 2.220446049250313e-16
0.25670031928118175+-52.52072988707961: 2.1094237467877974e-15
8.1126512264855+0.24409879463898848: -5.551115123125783e-17
-0.9399173369424402+-3.2179860533132025: 3.3306690738754696e-16
-3.926811013184402+-11.909204961282171: 0.0
-3.532732460763308+-0.1964261159761634: 1.3877787807814457e-16
-19.70289350699051+6.554071446554086: -8.881784197001252e-16
-5.970374583741779+29.00234435535654: 8.881784197001252e-16
-10.000558264942118+-3.465465466264349: -8.881784197001252e-16
-8.667903859525795+-6.738648822745761: 0.0
-23.605664972763762+9.964438920864822: 0.0
-3.841320285408404+8.356982576582787: 0.0
61.1064772647762+0.29659809680615457: -2.6645352591003757e-15
-32.34902992945645+0.16026841541120254: -8.326672684688674e-17
7.101420694967589+-13.907803853602207: 0.0
-9.7698225371288+1.2528766294930138: 8.881784197001252e-16
-9.234919853895859+11.038831601377838: 0.0
-1.157189505530011+-10.91279495371632: 4.440892098500626e-16
-5.637572286432435+-31.007922640205113: -8.881784197001252e-16
-6.806383158634618+1.472261432934914: -2.220446049250313e-16
-20.654482289924164+7.1548076280082125: 0.0
17.279762246732616+-32.18876151404525: 0.0
